"Benchmarking ID","Building Address","Building City","Building State","Building Zip","Building Name","Primary Type","Gross Floor Area","Submission Status #7","X Coordinate","Y Coordinate","Owner Company","Compliance Required","Submission Year","Energy Star Score","Weather Normalized Site EUI (kBtu/ft^2)","Direct GHG Emissions (Metric Tons CO2e)","Indirect GHG Emissions (Metric Tons CO2e)","Weather Normalized Source EUI (kBtu/ft^2)","Indoor Water Use (All Water Sources) (kgal)","Outdoor Water Use (All Water Sources) (kgal)","Water Use (All Water Sources) (kgal)"
"08-CM-02370","2345 Mcgee St","Kansas City","Missouri","64,108","Sheraton Hotel","Hotel","770,200","submitted","39.0849271","-94.5797464","Crown Power & Redevelopment Corp","By Ordinance","2,023","84","62.1","960.2","3,936.3","135.00","Not Available","Not Available","16,339.3"
"08-CM-02410","1 E Pershing Rd","Kansas City","Missouri","64,108","Westin Hotel & Garage","Hotel","1,100,513","submitted","39.0844513","-94.5806016","Crown Power & Redevelopment Corp","By Ordinance","2,023","19","152.1","3,582.3","4,267.2","249.00","Not Available","Not Available","22,982.3"
"08-CM-02420","2400-2480 Pershing Rd","Kansas City","Missouri","64,108","Pershing Office Bldgs. & Garage","Office","1,501,853","submitted","39.083421","-94.5802556","Crown Power & Redevelopment Corp","By Ordinance","2,023","Not Available","168.7","3,284.4","6,248","309.00","Not Available","Not Available","14,429.8"
"08-CM-02425","30 W Pershing Rd","Kansas City","Missouri","64,108","Union Station","Other - Entertainment/Public Assembly","980,000","submitted","39.0860073","-94.5858606","Union Station Assistance Corp","By Ordinance","2,023","Not Available","33.7","0","4,279.8","94.40","Not Available","Not Available","11,293.8"
"55-IS-08310","1001 NW Barry Rd","Kansas City","Missouri","64,155","Police Dept. North Patrol",,"12,090","noSubmittal","39.2453045","-94.5918275",,"Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-02465","2405 Grand Blvd","Kansas City","Missouri","64,108","2405 Office Bldg.","Office","228,443","submitted","39.0832916","-94.5812596","Crown Power & Redevelopment Corp","By Ordinance","2,023","23","82.3","0","2,415.1","230.60","Not Available","Not Available","1,490.6"
"08-CM-02475","2450 Grand Blvd","Kansas City","Missouri","64,108","East & West Retail & Garage","Enclosed Mall","318,974","submitted","39.08269","-94.582324","Crown Power & Redevelopment Corp","By Ordinance","2,023","Not Available","154.6","721","4,653.5","359.40","Not Available","Not Available","7,813.6"
"08-CM-02510","2501 Mcgee Trfy","Kansas City","Missouri","64,108","Hallmark Headquarters (A, B, C, D) & Garage","Office","2,300,000","submitted","39.0811128","-94.5798856","Hallmark Cards Inc","By Ordinance","2,023","Not Available","37.2","1,754.8","6,909","80.30","Not Available","Not Available","20,276.7"
"08-CM-02575","2575 Warwick Blvd","Kansas City","Missouri","64,111","Garage 8","Parking","862,789","submitted","39.0647331","-94.5832084","Hallmark Cards Inc","By Ordinance","2,023","Not Available","1.4","0","160.9","4.00","Not Available","Not Available","224.8"
"08-CM-02610","2600 Grand Blvd","Kansas City","Missouri","64,108","2600 Office Bldg. & Garage","Office","402,348","submitted","39.0799535","-94.5838852","Crown Power & Redevelopment Corp","By Ordinance","2,023","64","73.3","0","2,233.1","205.20","Not Available","Not Available","4,316.5"
"08-CM-02640","2625 McGee Trfy","Kansas City","Missouri","64,106","Rice Building","Office","170,000","submitted","39.0790318","-94.5808157","Hallmark Cards Inc","By Ordinance","2,023","25","121.4","616.3","1,211","223.30","Not Available","Not Available","843.7"
"08-CM-02820","2800 Warwick Trfy","Kansas City","Missouri","64,108","Hallmark Union Hill","Office","57,000","submitted","39.075748","-94.5842289","Hallmark Cards Inc","By Ordinance","2,023","74","55.8","104.5","171.5","98.40","Not Available","Not Available","85.1"
"08-IN-01720","1700-1718 Troost Ave","Kansas City","Missouri","64,108","Troost Warehouse","Self-Storage Facility","62,828","submitted","39.0929802","-94.5702172","Ted Greene Company","By Ordinance","2,023","Not Available","37.5","79.6","116.2","63.90","89","Not Available","89"
"08-IN-01810","1817 Campbell St","Kansas City","Missouri","64,108","Helping Hand of GOODWILL","Office","71,202","submitted","39.090745","-94.5727195","Helping Hand Of Goodwill","By Ordinance","2,023","Not Available","19.4","61.7","51.8","29.20","105.1","Not Available","105.1"
"08-IN-02420","2450 Summit St","Kansas City","Missouri","64,108","2450 Summit St 08-IN-02420","Non-Refrigerated Warehouse","80,600","submitted","39.0827058","-94.5944484","Boulevard Brewing Company","By Ordinance","2,023","58","31.2","59.6","191.6","64.40","135.8","Not Available","135.8"
"08-IN-02530","2501 Southwest Blvd","Kansas City","Missouri","64,108","2501 Southwest Blvd 08-IN-02530","Manufacturing/Industrial Plant","108,000","submitted","39.0819251","-94.5967467","Boulevard Brewing Company","By Ordinance","2,023","Not Available","451.6","1,658.5","2,241.4","758.50","39390.6","Not Available","39,390.6"
"08-IS-01710","1000 W 17th St","Kansas City","Missouri","64,108","5630.Primitivo Garcia Elementary","K-12 School","73,337","submitted","39.0938547","-94.5959","The School District of KCMO","By Ordinance","2,023","100","Not Available","0","124.6","Not Available","Not Available","Not Available","228.5"
"08-IS-02010","2020 Baltimore Ave","Kansas City","Missouri","64,108","Marietta Chair","Office","52,250","submitted","39.0879457","-94.5850946","Francor L L C","By Ordinance","2,023","60","73.8","98","262.3","145.40","205.4","Not Available","205.4"
"08-IS-02110","2028 Campbell St","Kansas City","Missouri","64,108","School District Building SDB","Other","75,000","submitted","39.0876932","-94.5739286","Truman","By Ordinance","2,023","Not Available","51.8","62.6","357.5","118.70","35.3","Not Available","35.3"
"08-IS-02130","2111 Woodland Ave","Kansas City","Missouri","64,108","1220.Lincoln College Preparatory Academy","K-12 School","169,632","submitted","39.0871247","-94.5604277","The School District of KCMO","By Ordinance","2,023","55","65.5","318.6","710.3","123.00","Not Available","Not Available","444.6"
"08-IS-02210","2240 Kenwood Ave","Kansas City","Missouri","64,108","Professional Office Building","Medical Office","99,360","submitted","39.0858643","-94.5766295","Children's Mercy Hospital","By Ordinance","2,023","Not Available","121.4","337.8","737.1","228.70","1526.9","Not Available","1,526.9"
"08-IS-02340","2301 Holmes St","Kansas City","Missouri","64,108","Truman Medical Center - Health Sciences District","Hospital","650,000","submitted","39.0858691","-94.5751931","Truman Medical Center","By Ordinance","2,023","23","Not Available","6,588.3","8,721.9","Not Available","Not Available","Not Available","51,623.5"
"08-IS-02350","2310 Holmes St","Kansas City","Missouri","64,108","Hospital Hill Center HHC","Medical Office","86,629","submitted","39.0840646","-94.5760165","Truman Medical Center","By Ordinance","2,023","49","132.1","0","1,087.2","257.60","537.9","Not Available","537.9"
"08-IS-02440","215 W Pershing Rd","Kansas City","Missouri","64,108","Pershing MR","Multifamily Housing","98,816","submitted","39.0831207","-94.5869894","Pershing Mr LLC","By Ordinance","2,023","32","62.3","88","581.3","145.80","Not Available","Not Available","1,703.2"
"08-IS-02450","333 W Pershing Rd","Kansas City","Missouri","64,105","IRS Complex","Office","1,141,000","submitted","39.0831859","-94.5872283","Pershing Road Development Co LLC","By Ordinance","2,023","81","60.1","0","9,163.8","168.40","Not Available","Not Available","2,363,520"
"08-IS-02480","2401 Gillham Rd","Kansas City","Missouri","64,108","The Children's Mercy Hospital","Hospital (General Medical & Surgical)","1,657,200","submitted","39.0834675","-94.5771129","Children's Mercy Hospital","By Ordinance","2,023","38","276.7","15,316.6","22,225","473.10","38422.1","Not Available","38,422.1"
"08-IS-02930","2940 Baltimore Ave","Kansas City","Missouri","64,108","Park Reserve HOA","Multifamily Housing","53,205","submitted","39.0730404","-94.5872313","Park Reserve LLC, C/O Bennington State Bank","By Ordinance","2,023","Not Available","5.1","0","34.7","14.30","Not Available","Not Available","1,441.6"
