final_rank,bbl,address,total_score,core_score,bonus_score,cost_savings_score,bas_automation_score,ownership_score,complexity_score,energy_star_bonus,prestige_bonus,total_1yr,utility_savings_annual,Has Building Automation,owner_building_count,ownername,Class,LL33 grade,GreenRating,Latest_ENERGY_STAR_Score,energy_star_gap,total_10_year_savings,savings_per_sqft,odcv_rank
404.0,1000460003,100 Broadway,65.5236818588025,61.523681858802505,4,26.5236818588025,24.0,7,4,0,4,121310.84,121310.84,yes,3.0,Northwood Investors,A,A,,87.0,,890505.9774371429,0.3329148439858393,363.0
405.0,1000400014,"48 Wall St,  New York,  NY 10005",65.48793565683647,63.48793565683646,2,26.487935656836463,24.0,11,2,0,2,119710.16,119710.16,yes,4.0,Swig Equities,A,C,,67.0,,888718.4734564861,0.3813421339330653,365.0
406.0,1012910028,"65 E 55 St,  New York,  NY 10022",65.38337801608579,62.383378016085786,3,29.38337801608579,20.0,11,2,0,3,174759.94,174759.94,yes,2.0,Macklowe Mgmt,A,B,,74.0,-13.0,1288051.9602359713,0.3306390667332637,285.0
407.0,1008140052,1410 Broadway,65.34405719392315,62.34405719392315,3,25.344057193923145,30.0,7,0,0,3,107331.22,107331.22,yes,2.0,L.H. Charney Associates,A,B,,77.0,,779119.8822098676,0.29228679890635384,397.0
408.0,1012770002,505 Fifth Ave,65.343163538874,62.343163538873995,3,24.343163538873995,24.0,12,2,0,3,96280.23,96280.23,yes,5.0,Stawski Partners,A,D,LEED Certified - Gold,48.0,,706918.6418184466,0.3835208709264947,425.0
409.0,1013750021,"655 Madison Ave,  New York,  NY 10065",65.27256478999107,63.272564789991065,2,25.272564789991062,30.0,6,2,0,2,105492.48,105492.48,yes,4.0,Extell Development,B,B,,75.0,,775592.9521972723,0.5074486261833294,403.0
410.0,1012840026,33 East 48th Street,65.24664879356568,64.24664879356568,1,36.24664879356568,19.0,5,4,0,1,423628.14,423628.14,yes,1.0,Silk & Halpern,B,,,,,3310064.3425717046,0.5227227902362461,103.0
411.0,1012770008,6 E 43rd St,65.24173369079536,61.24173369079536,4,30.741733690795353,24.5,4,2,0,4,199686.78,199686.78,yes,1.0,Emigrant Realty Finance ,A,A,,95.0,,1512143.677928853,0.6557319760282407,252.0
412.0,1000250027,40 Exchange Pl,65.20196604110814,62.201966041108136,3,26.201966041108133,28.0,8,0,0,3,102403.28,102403.28,yes,1.0,Northwind Group,B,A,,88.0,,871227.3634199563,0.42833835973413753,405.0
413.0,1005650015,"849 Broadway,  New York,  NY 10003",65.20017873100983,63.20017873100983,2,24.20017873100983,24.0,15,0,0,2,84121.56,84121.56,yes,9.0,Feil Organization,A,N (exempt),,51.0,,701596.5096257752,0.3082222588623248,470.0
414.0,1012920052,"575 Madison Ave,  New York,  NY 10022",65.16711349419124,63.16711349419124,2,27.16711349419124,21.0,11,4,0,2,127527.05,127527.05,yes,3.0,Steinberg,B,B,,83.0,,939836.4641273662,0.3180677802081593,350.0
415.0,1008040044,"104 W 29 St,  New York,  NY 10001",65.01340482573727,62.01340482573727,3,15.013404825737265,24.0,20,3,0,3,44160.35,44160.35,yes,10.0,Samco Properties,B,A,,90.0,,326187.73481387465,0.36322350076904725,698.0
416.0,1007870044,"500-512 7 Ave,  New York,  NY 10018",64.98436103663985,62.984361036639854,2,22.484361036639857,20.5,15,5,0,2,84596.16,84596.16,yes,8.0,Moinian Group,B,B,,76.0,,614085.5402054231,0.1527701409305316,468.0
417.0,1013950017,"770 Lexington Ave,  New York,  NY 10065",64.94906166219839,62.94906166219839,2,22.949061662198392,28.0,7,5,0,2,77704.78,77704.78,yes,4.0,Swig Equities,A,D,,38.0,,632331.8342819097,0.4608305113895824,492.0
418.0,1008480043,250 Park Ave S,64.94772117962466,63.947721179624665,1,21.447721179624665,24.5,15,3,0,1,67302.29,67302.29,yes,9.0,Feil Organization,B,,,59.0,,547071.06466082,0.6032346798841972,536.0
419.0,1008177502,98 5th Avenue,64.73860589812332,62.738605898123325,2,27.238605898123325,24.5,11,0,0,2,112322.55,112322.55,yes,3.0,Sovereign Partners,A,,,71.0,,942178.402383235,0.4480875330612636,382.0
420.0,1007840041,"450 7 Ave,  New York,  NY 10123",64.70420017873101,61.704200178731014,3,28.70420017873101,13.0,20,0,0,3,157040.38,157040.38,yes,24.0,Kaufman,B,A,,88.0,,1155345.6281782163,0.31967312158907935,309.0
421.0,1007120046,430 W 15th St,64.69258266309205,60.69258266309205,4,15.692582663092047,28.0,10,7,0,4,47289.56,47289.56,yes,7.0,Savanna Real Estate,A,A,,86.0,,344717.6306845682,0.4248837376460018,670.0
422.0,1013940013,"750 Lexington Ave,  New York,  NY 10022",64.66756032171583,61.66756032171582,3,27.66756032171582,20.0,12,2,0,3,131965.39,131965.39,yes,8.0,Cohen Brothers,A,B,,75.0,,970794.0320834566,0.34371805123263055,338.0
423.0,1008260026,"19 W 24 St,  New York,  NY 10010",64.65415549597856,63.65415549597855,1,12.654155495978552,28.0,20,3,0,1,30507.54,30507.54,yes,24.0,Kaufman,B,D,,32.0,,258739.5904123712,0.5905561470411739,806.0
424.0,1000370023,133 Front Street,64.63628239499553,59.63628239499553,5,32.63628239499553,21.0,4,2,1,4,253451.79,253451.79,yes,1.0,99c LLC,A,B,LEED Certified,72.0,13.0,1842309.026277141,0.234816516438893,194.0
425.0,1011020018,"619 W 54 St,  New York,  NY 10019",64.562109025916,63.562109025916,1,29.562109025915998,21.0,8,5,0,1,152040.8,152040.8,yes,4.0,Silverstein Properties,B,D,,30.0,,1327102.7786075347,0.5528756363636363,311.0
426.0,1012990022,"437 Lexington Ave,  New York,  NY 10017",64.48614834673816,63.48614834673816,1,24.486148346738158,26.0,8,5,0,1,91577.14,91577.14,yes,1.0,Gordon Property Group,B,D,,54.0,-1.0,723278.0015764617,0.9433648210146793,437.0
427.0,1008790081,"315 Park Ave S,  New York,  NY 10010",64.48525469168901,62.48525469168901,2,23.485254691689008,20.0,15,4,0,2,90829.17,90829.17,yes,6.0,Columbia University,B,B,,84.0,2.0,669868.097716373,0.2549018325709314,442.0
428.0,1013210001,"757 3 Ave,  New York,  NY 10017",64.42091152815013,61.420911528150135,3,31.420911528150135,20.0,8,2,0,3,218777.53,218777.53,yes,1.0,MEPT Fund,A,B,,74.0,,1610367.8037958248,0.5365258346065277,228.0
429.0,1008347501,18 West 33rd Street,64.37801608579089,62.37801608579089,2,23.378016085790886,30.0,9,0,0,2,80593.26,80593.26,yes,4.0,Walter & Samuels,A,,,87.0,,663143.708331132,0.5527127710645068,480.0
430.0,1000100014,"100 Broad St,  New York,  NY 10004",64.31009830205541,61.31009830205541,3,27.31009830205541,24.0,8,2,0,3,122641.52,122641.52,yes,1.0,Broad Financial Center,A,B,,82.0,,947827.0015408064,0.3352766599597586,359.0
431.0,1007587501,333 West 34th Street,64.23949955317248,61.23949955317248,3,28.239499553172475,26.0,5,2,2,1,122338.21,122338.21,yes,,,B,,,83.0,17.0,1043474.2597728773,0.4269796523802876,360.0
432.0,1013940005,110 E 60th St,64.23592493297588,63.23592493297587,1,24.23592493297587,30.0,4,5,0,1,96178.76,96178.76,yes,1.0,LoanCore Capital,B,,,81.0,,702796.4125648178,0.5640619080293939,427.0
433.0,1005800039,350 Hudson St,64.1260053619303,60.1260053619303,4,21.126005361930297,19.0,15,5,0,4,72627.92,72627.92,yes,10.0,Trinity Church,B,A,LEED Certified - Gold,88.0,-36.0,535223.288403528,0.2799551318868121,512.0
434.0,1005120023,575 Broadway,64.02591599642538,62.02591599642538,2,29.02591599642538,19.0,7,7,0,2,120155.52,120155.52,yes,2.0,A.R.I Investors,A,D,,44.0,,1225503.4120506188,0.8582537142857143,364.0
435.0,1012990033,155 E 44th St,63.99195710455764,59.99195710455764,4,30.991957104557642,21.0,8,0,0,4,190593.98,190593.98,yes,2.0,Marx Realty,A,A,,88.0,,1551316.6669159376,0.5304207878082855,265.0
436.0,1012620001,"1180 Ave Of The Americas,  New York,  NY 10036",63.99061662198392,58.99061662198392,5,29.490616621983914,18.5,11,0,0,5,169057.1,169057.1,yes,3.0,Northwood Investors,A,N (exempt),LEED Platinum,74.0,-4.0,1295929.3815415238,0.5157859570547281,295.0
437.0,1008290011,"45 W 27 St,  New York,  NY 10001",63.97497765862377,62.97497765862377,1,11.974977658623772,28.0,20,3,0,1,29567.97,29567.97,yes,24.0,Kaufman,B,D,,33.0,,244399.84399423152,0.5451522917511707,817.0
438.0,1000717501,18 Fletcher Street,63.953529937444145,61.953529937444145,2,27.953529937444145,30.0,4,0,0,2,138264.4,138264.4,yes,1.0,American International Realty,A,,,76.0,,1003664.5725429935,0.29902957975850875,326.0
439.0,1000090014,"17 State St,  New York,  NY 10004",63.88382484361037,60.88382484361037,3,29.883824843610366,20.0,11,0,0,3,187498.22,187498.22,yes,8.0,RFR Realty,A,B,,79.0,6.0,1380384.9695024956,0.32559688118639946,268.0
440.0,1004970001,"530 Broadway,  New York,  NY 10012",63.8704200178731,59.8704200178731,4,14.870420017873101,30.0,11,4,0,4,44543.5,44543.5,yes,2.0,Wharton Properties,A,A,,90.0,,323342.3273602521,0.2620467929145856,694.0
441.0,1008630027,"171 Madison Ave Avenue,  New York,  NY 10016",63.801161751563896,61.801161751563896,2,17.301161751563896,24.5,20,0,0,2,49557.65,49557.65,yes,29.0,GFP Real Estate,B,B,,81.0,,385358.6767454675,0.437858051633652,651.0
442.0,1007060017,"509 W 34th St, New York, NY 10001",63.74798927613941,57.74798927613941,6,37.74798927613941,8.0,5,7,0,6,660924.41,660924.41,Yes,1.0,"509 W 34, L.L.C.",A,A,LEED Gold,86.0,-11.0,4886203.628924321,0.29753464131495644,52.0
443.0,1006450029,"416 W 13 St,  New York,  NY 10014",63.69794459338695,60.69794459338695,3,21.697944593386953,26.0,6,7,0,3,74998.17,74998.17,yes,1.0,Greenway Mews Realty,A,B,,78.0,,561757.5419832511,0.520820625,500.0
444.0,1012730012,"37 W 57 St,  New York,  NY 10019",63.690795352993746,59.690795352993746,4,13.690795352993744,30.0,11,5,3,1,39452.45,39452.45,yes,2.0,Sedesco,B,N (exempt),,57.0,43.0,295007.8207223125,0.5664467544401212,736.0
445.0,1008060058,"31 Penn Plaza,  New York,  NY 10001",63.594280607685434,61.594280607685434,2,25.594280607685434,21.0,11,4,0,2,98272.64,98272.64,yes,4.0,Vanbarton Group,B,B,,70.0,0.0,795306.6277309344,0.25548254929742237,418.0
446.0,1000510001,101 Greenwich St,63.56121537086685,60.56121537086685,3,28.561215370866844,21.0,11,0,0,3,155408.18,155408.18,yes,2.0,BGO,A,B,,77.0,,1128111.6798639752,0.38823509720355537,310.0
447.0,1017750033,"2322 3 Ave,  New York,  NY 10035",63.547363717605,62.547363717605,1,13.047363717605004,24.5,18,7,0,1,37728.87,37728.87,yes,10.0,Jack Resnick & Sons,B,C,,57.0,,276625.10256093735,0.3045475239133067,746.0
448.0,1008380015,"43 W 36 St,  New York,  NY 10018",63.36371760500447,60.36371760500447,3,7.363717605004468,30.0,20,3,0,3,22653.42,22653.42,yes,10.0,Samco Properties,B,A,,96.0,,164441.71530008377,0.20806815154994257,910.0
449.0,1008140001,525 Seventh Ave,63.27167113494191,60.27167113494191,3,24.27167113494191,19.0,15,2,0,3,97137.58,97137.58,yes,7.0,Olmstead Properties,B,A,,92.0,,705124.0066753326,0.2363019310391803,421.0
450.0,1009270055,380 Second Ave,63.122877569258264,62.122877569258264,1,17.622877569258268,20.5,20,4,0,1,53407.38,53407.38,yes,14.0,ABS Partners,B,,,,,392047.3425225084,0.29303174620592787,618.0
451.0,1013377502,1 United Nations Plaza,63.10053619302949,62.10053619302949,1,32.60053619302949,20.5,5,4,0,1,250803.06,250803.06,yes,1.0,Philips International,B,,,50.0,,1838535.402251824,0.42776892572978226,196.0
452.0,1008130023,1372 Broadway,63.063896336014295,62.063896336014295,1,31.5638963360143,18.5,8,4,0,1,222131.52,222131.52,yes,1.0,Ross Stores,B,F,,48.0,,1629312.8547806628,0.46314065301697177,223.0
453.0,1008820076,"116 E 27 St,  New York,  NY 10016",63.04289544235925,61.04289544235925,2,8.04289544235925,28.0,20,5,0,2,23245.43,23245.43,yes,10.0,Samco Properties,B,B,,81.0,,172346.46192167138,0.33105131236025465,898.0
454.0,1008260065,"40 W 25 St,  New York,  NY 10010",62.86505808757819,59.86505808757819,3,8.865058087578195,26.0,20,5,0,3,25498.13,25498.13,yes,24.0,Kaufman,B,A,,95.0,,185091.5329404799,0.19771356569611911,866.0
455.0,1000840036,"7 World Trade Center, New York, NY 10007",62.82126899016979,56.82126899016979,6,39.82126899016979,0.0,8,9,0,6,1936287.56,1936287.56,Yes,4.0,Silverstein Properties,A,A,LEED Gold,90.0,-15.0,15534144.993749296,1.1835498533007336,6.0
456.0,1013120015,"57 W 57 St,  New York,  NY 10022",62.808757819481684,60.808757819481684,2,25.80875781948168,20.0,13,2,0,2,112803.22,112803.22,yes,8.0,Cohen Brothers,A,N (exempt),,79.0,,831241.0648672857,0.28388595559626933,380.0
457.0,1001540023,"14 Reade St,  New York,  NY 10007",62.73011617515639,60.73011617515639,2,17.73011617515639,20.0,20,3,0,2,50170.01,50170.01,yes,21.0,City of New York,A,,,71.0,,394916.48814091063,0.6994090503540958,644.0
458.0,1012630034,580 Fifth Ave,62.70598748882931,58.70598748882931,4,30.70598748882931,19.0,4,5,0,4,181691.35,181691.35,yes,1.0,47 5th Ave Co,A,A,,86.0,,1499241.6643810899,0.4871016474309996,278.0
459.0,1012840052,425 Madison Ave,62.69973190348526,61.69973190348526,1,23.699731903485254,19.0,17,2,0,1,86248.51,86248.51,yes,14.0,ABS Partners,B,,,,,679021.863203512,0.8412929310664364,460.0
460.0,1001250020,50 Park Pl,62.67247542448615,59.67247542448615,3,33.17247542448615,20.5,4,2,0,3,275747.28,275747.28,yes,1.0,Witkoff,A,B,,81.0,-6.0,2023226.6403651107,0.2956799526478495,179.0
461.0,1008650071,385 Fifth Ave,62.630026809651476,60.630026809651476,2,25.630026809651476,20.0,13,2,0,2,101926.83,101926.83,yes,6.0,Hilson Mgmt,A,D,,21.0,,802401.6096373061,1.1504806140301371,407.0
462.0,1005630001,"83 University Pl,  New York,  NY 10003",62.62734584450402,60.62734584450402,2,22.62734584450402,23.0,11,4,0,2,80950.25,80950.25,yes,3.0,CIM Group,B,B,,74.0,,625478.460923706,0.36795568181818183,478.0
463.0,1012640005,1230 Avenue of the Americas,62.62377122430742,60.62377122430742,2,18.62377122430742,19.0,18,5,0,2,58788.71,58788.71,yes,11.0,Tishman Speyer,A,F,,71.0,,426748.646018093,0.030971501273605158,580.0
464.0,1012900001,"689 5 Ave,  New York,  NY 10022",62.588918677390524,61.588918677390524,1,19.588918677390527,20.0,20,2,0,1,59199.85,59199.85,yes,36.0,Vornado,B,C,,56.0,1.0,465630.84201817116,0.5744212109450805,576.0
465.0,1009930036,4 Bryant Park,62.55317247542449,60.55317247542449,2,19.553172475424486,19.0,20,2,0,2,63299.02,63299.02,yes,10.0,Adams & Company,A,,,51.0,,463942.279876883,0.36372894017054724,555.0
466.0,1012760004,489 Fifth Ave,62.48927613941019,60.48927613941019,2,27.989276139410187,22.5,5,5,0,2,128382.91,128382.91,yes,1.0,Kalimian Equities,B,B,,81.0,,1010432.5963475533,0.7839555333011731,347.0
467.0,1013130014,"722 Lexington Ave,  New York,  NY 10022",62.407953529937444,58.407953529937444,4,16.907953529937444,16.5,20,5,0,4,51009.09,51009.09,yes,36.0,Vornado,A,A,,99.0,,374472.0767995096,0.38986746868240635,634.0
468.0,1000640015,"160 Broadway,  New York,  NY 10038",62.37354781054513,59.37354781054513,3,18.37354781054513,28.0,13,0,0,3,58106.77,58106.77,yes,5.0,KF Braun,B,A,,87.0,,423822.5773936952,0.38737846666666664,587.0
469.0,1008660076,"397 5 Ave,  New York,  NY 10016",62.33690795352994,61.33690795352994,1,17.336907953529938,24.0,15,5,0,1,52613.29,52613.29,yes,6.0,Hilson Mgmt,B,C,,58.0,-6.0,385902.4772663007,0.33562956111252873,624.0
470.0,1008630013,16 E 34th St,62.27524575513851,59.27524575513851,3,28.275245755138517,19.0,8,4,0,3,143835.47,143835.47,yes,1.0,Main Place Liberty Group,B,A,,93.0,,1045059.1990081584,0.411331034108035,319.0
471.0,1008710068,33 Irving Pl,62.26362823949955,59.26362823949955,3,15.263628239499553,21.0,20,3,0,3,45300.85,45300.85,yes,29.0,GFP Real Estate,B,A,,98.0,-8.0,332978.3148124676,0.2731023360964582,685.0
472.0,1013130004,499 Park Ave,62.20285969615728,58.20285969615728,4,27.202859696157283,21.0,8,2,0,4,128103.45,128103.45,yes,1.0,American Realty Advisors,A,B,LEED Certified - Gold,78.0,-3.0,940475.2450767109,0.4592821981851492,348.0
473.0,1008590048,"434 Park Ave S,  New York,  NY 10016",62.0857908847185,60.0857908847185,2,16.0857908847185,21.0,20,3,0,2,48017.63,48017.63,yes,10.0,Samco Properties,B,B,,82.0,,355271.1413972633,0.29878619119028804,665.0
474.0,1012900052,545 Madison Ave,62.058087578194815,58.058087578194815,4,25.058087578194815,23.0,8,2,0,4,96710.86,96710.86,yes,2.0,Marx Realty,A,B,LEED Certified - Gold,83.0,,760596.0211848816,0.6995866608796296,423.0
475.0,1013147502,2108-2118 Adam Clayton Powell Jr Blvd,62.029490616621985,59.029490616621985,3,33.029490616621985,17.0,4,5,0,3,267810.02,267810.02,yes,1.0,JEM Realty Mgmt,B,,LEED Gold,89.0,1.0,1963543.2957045748,0.34787253637392174,185.0
476.0,1008340022,34 W 33rd St,61.98480786416444,58.98480786416444,3,22.984807864164434,26.0,8,2,0,3,87131.95,87131.95,yes,1.0,Arcade Building,B,A,,86.0,,639705.384210966,0.4221754656278466,453.0
477.0,1008260046,"16 Madison Ave Square W,  New York,  NY 10010",61.87086684539768,58.87086684539768,3,15.370866845397677,22.5,17,4,0,3,46436.53,46436.53,yes,10.0,Adams & Company,B,A,,95.0,,337083.8772151755,0.15794738095238095,677.0
478.0,1001487501,212 Church Street,61.84629133154603,60.84629133154603,1,27.846291331546023,15.0,16,2,0,1,134540.7,134540.7,yes,29.0,GFP Real Estate,B,,,64.0,,986511.6929224627,0.22730616396234452,331.0
479.0,1008660001,"389 5 Ave,  New York,  NY 10016",61.83288650580876,60.83288650580876,1,12.832886505808759,28.0,20,0,0,1,36681.93,36681.93,yes,12.0,Rosen Equities,B,C,,69.0,,266275.0034969379,0.29899034934711377,751.0
480.0,1008610044,470 Park Ave S,61.79714030384272,59.79714030384272,2,12.797140303842717,23.0,20,4,0,2,36638.93,36638.93,yes,16.0,Williams Equities,A,,,85.0,,265962.86547283805,0.1348928814682547,752.0
481.0,1013110040,950 Third Ave,61.781054512958,59.781054512958,2,34.781054512958,17.0,8,0,0,2,311112.63,311112.63,yes,1.0,ANA Real Estate,A,D,,50.0,,2552054.586040529,0.9933353448275862,157.0
482.0,1000200016,"55 Broadway,  New York,  NY 10006",61.77479892761394,58.77479892761394,3,27.77479892761394,20.0,11,0,0,3,133090.83,133090.83,yes,2.0,Harbor Group International,A,B,,81.0,-31.0,980139.6378200634,0.3758863451501389,334.0
483.0,1005980042,555 Greenwich St,61.76050044682752,59.76050044682752,2,11.760500446827525,30.0,11,7,0,2,33246.76,33246.76,yes,2.0,Norges Bank,A,,,,,241339.02265398396,0.12476877061699948,776.0
484.0,1000750021,40 Fulton St,61.65638963360143,57.65638963360143,4,15.15638963360143,24.5,16,2,1,3,45249.12,45249.12,yes,36.0,Vornado,A,F,LEED Certified - Gold,69.0,12.0,328464.4397454921,0.19291639842594213,686.0
485.0,1007540078,368 Ninth Ave,61.59338695263628,58.59338695263628,3,24.593386952636283,21.0,11,2,0,3,99126.36,99126.36,yes,4.0,TIAA-CREF,B,A,,89.0,,732884.2878521682,0.2924409225812923,413.0
486.0,1013170021,"815 2 Ave,  New York,  NY 10017",61.52278820375335,60.52278820375335,1,25.52278820375335,24.0,6,5,0,1,107861.84,107861.84,yes,1.0,Episcopal Church,B,N (exempt),,83.0,,791970.8472500762,0.7828328398072345,395.0
487.0,1012930069,"745 5 Ave,  New York,  NY 10022",61.490169794459334,57.490169794459334,4,28.990169794459337,16.5,12,0,0,4,166335.78,166335.78,yes,9.0,Paramount Group,A,B,LEED Certified - Gold,76.0,-1.0,1219852.415457746,0.36211908390299125,298.0
488.0,1001480010,"71 Thomas St,  New York,  NY 10013",61.43521000893655,60.43521000893655,1,7.435210008936551,28.0,20,5,0,1,22692.83,22692.83,yes,29.0,GFP Real Estate,B,,,78.0,,164727.7934286832,0.22523900744416875,909.0
489.0,1012600001,1140 Avenue of the Americas,61.38248436103664,58.38248436103664,3,28.38248436103664,19.0,11,0,0,3,132873.28,132873.28,yes,2.0,American Strategic Investment,A,B,,72.0,-2.0,1061514.924674196,0.7401875073114482,335.0
490.0,1019980017,"615 W 131 St,  New York,  NY 10027",61.37622877569258,59.37622877569258,2,21.37622877569258,17.0,12,9,0,2,64762.01,64762.01,yes,6.0,Columbia University,A,N (exempt),,27.0,,545673.6950453483,0.26455069444444446,546.0
491.0,1000370001,"111 Wall St, New York, NY 10005",61.31903485254692,58.31903485254692,3,37.31903485254692,10.0,4,7,0,3,561594.58,561594.58,Yes,1.0,111 Wall Street LLC,A,B,,75.0,0.0,4449994.143904109,0.9642565400438177,75.0
492.0,1013110050,136 E 57th St,61.266309204647,58.266309204647,3,18.266309204647005,30.0,8,2,0,3,57263.12,57263.12,yes,1.0,East End Capital,A,B,,70.0,,420329.1752368831,0.5564009833166532,595.0
493.0,1000670023,33 Maiden Ln,61.24218051831993,57.24218051831993,4,31.242180518319927,13.0,8,5,0,4,216747.5,216747.5,yes,1.0,Federal Reserve Bank of NY,A,A,,88.0,-13.0,1590068.484807095,0.38820888117536856,234.0
494.0,1000240029,"30 Broad St,  New York,  NY 10004",61.236818588025024,58.236818588025024,3,25.236818588025024,20.0,8,5,0,3,105716.77,105716.77,yes,1.0,Edge Principal Advisors,B,A,,91.0,0.0,773751.4936233576,0.285721,402.0
495.0,1008600001,"320 5 Ave, New York, NY 10001",61.22922252010724,56.22922252010724,5,16.72922252010724,24.5,11,4,0,5,51018.61,51018.61,yes,4.0,Brause Realty,B,A,LEED Gold,100.0,,370345.30506325344,0.08308678587714155,633.0
496.0,1008600045,"450-460 Park Ave S,  New York,  NY 10016",61.22788203753351,58.22788203753351,3,15.227882037533512,26.0,15,2,0,3,45484.75,45484.75,yes,8.0,Moinian Group,B,A,,85.0,4.0,330174.88352732104,0.2631747198129965,683.0
497.0,1012830069,"589 5 Ave,  New York,  NY 10017",60.94504021447722,56.94504021447722,4,18.445040214477213,22.5,11,5,2,2,53989.13,53989.13,yes,2.0,Mactaggart Family,A,C,,56.0,19.0,424381.34824072575,0.2935755456710639,610.0
498.0,1012760069,501 Fifth Ave,60.8722073279714,59.8722073279714,1,16.872207327971402,30.0,13,0,0,1,50927.01,50927.01,yes,5.0,Abramson Brothers,B,C,,68.0,,374060.11940613895,0.38302216439407044,636.0
