bbl,address,office_sqft,total_gross_floor_area,elec_tariff,gas_tariff,steam_tariff,Gas_Jan_2023_kBtu,Gas_Feb_2023_kBtu,Gas_Mar_2023_kBtu,Gas_Apr_2023_kBtu,Gas_May_2023_kBtu,Gas_Jun_2023_kBtu,Gas_Jul_2023_kBtu,Gas_Aug_2023_kBtu,Gas_Sep_2023_kBtu,Gas_Oct_2023_kBtu,Gas_Nov_2023_kBtu,Gas_Dec_2023_kBtu,District_Steam_Jan_2023_kBtu,District_Steam_Feb_2023_kBtu,District_Steam_Mar_2023_kBtu,District_Steam_Apr_2023_kBtu,District_Steam_May_2023_kBtu,District_Steam_Jun_2023_kBtu,District_Steam_Jul_2023_kBtu,District_Steam_Aug_2023_kBtu,District_Steam_Sep_2023_kBtu,District_Steam_Oct_2023_kBtu,District_Steam_Nov_2023_kBtu,District_Steam_Dec_2023_kBtu,Elec_HVAC_Jan_2023_kBtu,Elec_HVAC_Feb_2023_kBtu,Elec_HVAC_Mar_2023_kBtu,Elec_HVAC_Apr_2023_kBtu,Elec_HVAC_May_2023_kBtu,Elec_HVAC_Jun_2023_kBtu,Elec_HVAC_Jul_2023_kBtu,Elec_HVAC_Aug_2023_kBtu,Elec_HVAC_Sep_2023_kBtu,Elec_HVAC_Oct_2023_kBtu,Elec_HVAC_Nov_2023_kBtu,Elec_HVAC_Dec_2023_kBtu,Elec_NonHVAC_Jan_2023_kBtu,Elec_NonHVAC_Feb_2023_kBtu,Elec_NonHVAC_Mar_2023_kBtu,Elec_NonHVAC_Apr_2023_kBtu,Elec_NonHVAC_May_2023_kBtu,Elec_NonHVAC_Jun_2023_kBtu,Elec_NonHVAC_Jul_2023_kBtu,Elec_NonHVAC_Aug_2023_kBtu,Elec_NonHVAC_Sep_2023_kBtu,Elec_NonHVAC_Oct_2023_kBtu,Elec_NonHVAC_Nov_2023_kBtu,Elec_NonHVAC_Dec_2023_kBtu,Gas_Jan_2023_Cost_USD,Gas_Feb_2023_Cost_USD,Gas_Mar_2023_Cost_USD,Gas_Apr_2023_Cost_USD,Gas_May_2023_Cost_USD,Gas_Jun_2023_Cost_USD,Gas_Jul_2023_Cost_USD,Gas_Aug_2023_Cost_USD,Gas_Sep_2023_Cost_USD,Gas_Oct_2023_Cost_USD,Gas_Nov_2023_Cost_USD,Gas_Dec_2023_Cost_USD,Steam_Jan_2023_Cost_USD,Steam_Feb_2023_Cost_USD,Steam_Mar_2023_Cost_USD,Steam_Apr_2023_Cost_USD,Steam_May_2023_Cost_USD,Steam_Jun_2023_Cost_USD,Steam_Jul_2023_Cost_USD,Steam_Aug_2023_Cost_USD,Steam_Sep_2023_Cost_USD,Steam_Oct_2023_Cost_USD,Steam_Nov_2023_Cost_USD,Steam_Dec_2023_Cost_USD,Elec_HVAC_Jan_2023_Cost_USD,Elec_HVAC_Feb_2023_Cost_USD,Elec_HVAC_Mar_2023_Cost_USD,Elec_HVAC_Apr_2023_Cost_USD,Elec_HVAC_May_2023_Cost_USD,Elec_HVAC_Jun_2023_Cost_USD,Elec_HVAC_Jul_2023_Cost_USD,Elec_HVAC_Aug_2023_Cost_USD,Elec_HVAC_Sep_2023_Cost_USD,Elec_HVAC_Oct_2023_Cost_USD,Elec_HVAC_Nov_2023_Cost_USD,Elec_HVAC_Dec_2023_Cost_USD,Elec_NonHVAC_Jan_2023_Cost_USD,Elec_NonHVAC_Feb_2023_Cost_USD,Elec_NonHVAC_Mar_2023_Cost_USD,Elec_NonHVAC_Apr_2023_Cost_USD,Elec_NonHVAC_May_2023_Cost_USD,Elec_NonHVAC_Jun_2023_Cost_USD,Elec_NonHVAC_Jul_2023_Cost_USD,Elec_NonHVAC_Aug_2023_Cost_USD,Elec_NonHVAC_Sep_2023_Cost_USD,Elec_NonHVAC_Oct_2023_Cost_USD,Elec_NonHVAC_Nov_2023_Cost_USD,Elec_NonHVAC_Dec_2023_Cost_USD,pct_office,Office_Elec_Usage_Current_Jan_kBtu,Office_Gas_Usage_Current_Jan_kBtu,Office_Steam_Usage_Current_Jan_kBtu,Office_Elec_Cost_Current_Jan_USD,Office_Gas_Cost_Current_Jan_USD,Office_Steam_Cost_Current_Jan_USD,Office_Elec_Usage_Current_Feb_kBtu,Office_Gas_Usage_Current_Feb_kBtu,Office_Steam_Usage_Current_Feb_kBtu,Office_Elec_Cost_Current_Feb_USD,Office_Gas_Cost_Current_Feb_USD,Office_Steam_Cost_Current_Feb_USD,Office_Elec_Usage_Current_Mar_kBtu,Office_Gas_Usage_Current_Mar_kBtu,Office_Steam_Usage_Current_Mar_kBtu,Office_Elec_Cost_Current_Mar_USD,Office_Gas_Cost_Current_Mar_USD,Office_Steam_Cost_Current_Mar_USD,Office_Elec_Usage_Current_Apr_kBtu,Office_Gas_Usage_Current_Apr_kBtu,Office_Steam_Usage_Current_Apr_kBtu,Office_Elec_Cost_Current_Apr_USD,Office_Gas_Cost_Current_Apr_USD,Office_Steam_Cost_Current_Apr_USD,Office_Elec_Usage_Current_May_kBtu,Office_Gas_Usage_Current_May_kBtu,Office_Steam_Usage_Current_May_kBtu,Office_Elec_Cost_Current_May_USD,Office_Gas_Cost_Current_May_USD,Office_Steam_Cost_Current_May_USD,Office_Elec_Usage_Current_Jun_kBtu,Office_Gas_Usage_Current_Jun_kBtu,Office_Steam_Usage_Current_Jun_kBtu,Office_Elec_Cost_Current_Jun_USD,Office_Gas_Cost_Current_Jun_USD,Office_Steam_Cost_Current_Jun_USD,Office_Elec_Usage_Current_Jul_kBtu,Office_Gas_Usage_Current_Jul_kBtu,Office_Steam_Usage_Current_Jul_kBtu,Office_Elec_Cost_Current_Jul_USD,Office_Gas_Cost_Current_Jul_USD,Office_Steam_Cost_Current_Jul_USD,Office_Elec_Usage_Current_Aug_kBtu,Office_Gas_Usage_Current_Aug_kBtu,Office_Steam_Usage_Current_Aug_kBtu,Office_Elec_Cost_Current_Aug_USD,Office_Gas_Cost_Current_Aug_USD,Office_Steam_Cost_Current_Aug_USD,Office_Elec_Usage_Current_Sep_kBtu,Office_Gas_Usage_Current_Sep_kBtu,Office_Steam_Usage_Current_Sep_kBtu,Office_Elec_Cost_Current_Sep_USD,Office_Gas_Cost_Current_Sep_USD,Office_Steam_Cost_Current_Sep_USD,Office_Elec_Usage_Current_Oct_kBtu,Office_Gas_Usage_Current_Oct_kBtu,Office_Steam_Usage_Current_Oct_kBtu,Office_Elec_Cost_Current_Oct_USD,Office_Gas_Cost_Current_Oct_USD,Office_Steam_Cost_Current_Oct_USD,Office_Elec_Usage_Current_Nov_kBtu,Office_Gas_Usage_Current_Nov_kBtu,Office_Steam_Usage_Current_Nov_kBtu,Office_Elec_Cost_Current_Nov_USD,Office_Gas_Cost_Current_Nov_USD,Office_Steam_Cost_Current_Nov_USD,Office_Elec_Usage_Current_Dec_kBtu,Office_Gas_Usage_Current_Dec_kBtu,Office_Steam_Usage_Current_Dec_kBtu,Office_Elec_Cost_Current_Dec_USD,Office_Gas_Cost_Current_Dec_USD,Office_Steam_Cost_Current_Dec_USD,Elec_HVAC_Jan_2023_Pct,Elec_HVAC_Feb_2023_Pct,Elec_HVAC_Mar_2023_Pct,Elec_HVAC_Apr_2023_Pct,Elec_HVAC_May_2023_Pct,Elec_HVAC_Jun_2023_Pct,Elec_HVAC_Jul_2023_Pct,Elec_HVAC_Aug_2023_Pct,Elec_HVAC_Sep_2023_Pct,Elec_HVAC_Oct_2023_Pct,Elec_HVAC_Nov_2023_Pct,Elec_HVAC_Dec_2023_Pct
1012940001,761 5 AVENUE,1697062,1824820,84546,,SC-2 (Annual Power Service),0,0,0,0,0,0,0,0,0,0,0,0,10746001.2,10274370.4,9751397.2,5946120,7696525,8543070,14927386.6,20557098.2,9815874,5263152.1,5229720,7609362.3,4613321.935,3781541.871,2364561.878,942533.745,1044244.493,2792002.561,4082049.936,3895723.746,2643947.251,1913433.193,1496398.845,2731780.315,4637089.665,4804882.829,5406460.522,5341024.555,5519058.707,4617172.039,4460749.464,4509056.254,4655556.749,5519058.707,5341024.555,4726686.885,0,0,0,0,0,0,0,0,0,0,0,0,384300.04,367433.51,348730.87,212646,275244.24,305518.5,533835.35,735165.91,351036.7,188221.6,187026,272127.11,282173.78,180326.73,125809.29,52172.1,79976.34,258035.97,378380.02,337145.04,150110.69,119389.43,78400.44,153632.96,283627.53,229125.8,287657.09,295641.93,422692.28,426717.54,413483.06,390224.26,264320.26,344363.89,279830.93,265824.79,0.929988711,8602778.362,0,9993659.807,526188.8311,0,357394.6989,7985278.041,0,9555048.487,380786.2307,0,341709.0164,7226963.107,0,9068689.315,384519.0659,0,324315.7724,5843638.285,0,5529824.476,323463.1215,0,197758.3795,6103797.884,0,7157681.366,467476.1421,0,255974.036,6890448.737,0,7944958.659,636813.0343,0,284128.7561,7944707.004,0,13882301.03,736423.7252,0,496460.8491,7816350.52,0,19117869.26,676445.2379,0,683695.9972,6788456.317,0,9128652.011,385416.1051,0,326460.1682,6912133.563,0,4894672.038,431285.3524,0,175043.9632,6358726.576,0,4863580.563,333151.1301,0,173932.0687,6936290.299,0,7076621.039,390090.9723,0,253075.1403,0.498715315,0.440409367,0.30427938,0.15,0.159103497,0.376830445,0.477835162,0.463512876,0.362209165,0.257441679,0.218854202,0.366265647
1012950001,101 EAST   40 STREET,1014750,1088389,84546,SC-2 (Small General Service),SC-2 (Annual Power Service),38135,33774,42417,39461,37472,28210,17975,18679,30034,38933,33473,31774,5262214,5801424,3855321.8,1531260.9,915188.2,459157,381662.5,299858.8,419407.6,904720.2,2123142.9,4471801.1,2020770.056,1164259.135,866614.6629,546590.34,845148.898,2132381.754,2891762.907,2845362.732,1880977.059,1079973.998,1216235.04,1360620.881,2720292.144,2835414.665,3159322.737,3097345.26,3200590.102,2544505.546,2450873.793,2462903.468,2609684.541,3200590.102,3097345.26,2751727.819,967.32,856.98,1075.65,1000.86,950.54,716.21,457.27,475.08,762.36,987.5,849.37,806.38,188188.06,207471.36,137874.57,54761.17,32729.09,16420.44,13649.07,10723.59,14998.92,32354.73,75928.14,159921.2,123707.99,55594.25,46164.71,30288.34,64771.24,197161.84,268157.29,246350.79,106877.06,67443.08,63774.49,76597.66,166531.51,135393.2,168297.67,171633.94,245289.57,235267.15,227273.02,213237.57,148282.2,199873.03,162412.38,154911.57,0.932341286,4420288.029,35554.83494,4906179.368,270602.2687,901.8723728,175455.4979,3729061.015,31488.8946,5408907.113,178065.4848,798.9978353,193434.1146,3753547.653,39547.12033,3594475.685,199952.1312,1002.872904,128546.1539,3397391.604,36791.11949,1427657.757,188260.4782,933.1430996,51056.09966,3772009.502,34936.69267,853267.7434,289082.4944,886.2276861,30514.68186,4360455.12,26301.34768,428091.0279,403171.4007,667.7521525,15309.45415,4981160.772,16758.83462,355839.7061,461910.1324,426.3316999,12725.59148,4949115.736,17415.20288,279570.7392,428493.2026,442.9366982,9998.045692,4186829.211,28001.93819,391031.0212,237895.5126,710.7797028,13984.11236,3990946.638,36298.84329,843507.9948,249229.8458,920.68702,30165.65058,4021729.004,31208.25987,1979493.782,210883.3573,791.9027181,70790.9397,3834112.476,29624.21202,4169244.789,215845.6132,751.8213663,149101.1373,0.426227282,0.291088522,0.215257858,0.15,0.208898522,0.455940376,0.541261379,0.536024876,0.418864129,0.252297121,0.281954886,0.330862235
1012950040,628 3 AVENUE,203377,210777,3163581,SC-2 (Small General Service),SC-1 (General Service),33548,30330,45333,41370,29271,19189,18379,24149,28598,40886,61055,63725,610866.7,574737.8,393846.2,73371.3,24670.4,11097,17305.5,7692.2,14445,53406.8,250879.2,591496.4,305008.1559,264489.286,156744.6038,67045.1693,66977.475,358045.8786,452676.4313,458084.1263,306822.1536,99852.675,140889.7694,188159.2209,319470.1441,330214.714,372074.9963,367295.8306,379539.025,274469.1214,262178.4688,260776.4737,287749.3464,379539.025,367295.8306,325034.3791,851.26,769.85,1149.42,1049.16,743.06,487.98,467.49,613.47,726.03,1036.92,1547.19,1614.74,34789.73,32732.14,22430.1,4178.6,1405.01,631.99,985.57,438.08,822.66,3041.59,14287.93,33686.56,17962.91,11375.08,7224.16,3283.14,4192.54,27301.96,35208.44,32272.77,17845.61,6317.32,7424.98,11533.32,18814.62,14201.78,17148.47,17986.15,23757.75,20929.01,20391.82,18372.12,16736.28,24012.08,19356.71,19923.15,0.964891805,602553.9941,32370.19028,589420.2728,35486.33731,821.373798,33568.32538,573825.0161,29265.16845,554559.7933,24678.90261,742.8219561,31582.97365,510253.6985,43741.4402,380018.9708,23516.95096,1109.065939,21642.61968,419092.0714,39917.57398,70795.3661,20522.56362,1012.325886,4031.896897,430840.1117,28243.34803,23804.26679,26969.00577,716.9725047,1355.682635,610308.5401,18515.30885,10707.40436,46537.6677,470.847903,609.8019719,689757.6349,17733.74649,16697.93513,53648.23523,451.07727,950.9684163,693622.7019,23301.1722,7422.140743,48866.83933,591.9321757,422.699802,573697.1679,27593.97584,13937.86212,33367.78227,700.5403972,793.7778924,462561.1228,39450.56634,51531.78366,29264.58951,1000.515611,2934.805265,490344.1209,58911.46916,242071.2841,25841.43321,1492.870952,13786.30657,495176.2991,61487.73028,570730.0291,30352.09012,1558.049393,32503.88569,0.488420744,0.444741058,0.296404679,0.154360674,0.15,0.566067016,0.633242398,0.63723638,0.51603912,0.208290371,0.277240775,0.36664374
1012960014,117 EAST   41 STREET,812773,862071,84546,,SC-2 (Annual Power Service),0,0,0,0,0,0,0,0,0,0,0,0,7225271,7044850,5128015.1,2190477.8,1367300.8,1601923.2,2164113.9,2122718.1,1335064.2,1148649.6,3541361.6,6180448.6,929521.8395,766719.324,864710.5268,661154.35,822273.135,1486961.483,2106781.967,2187145.712,1418680.913,790659.335,312065.55,1038521.08,1563776.16,1613969.576,1786140.473,1768371.45,1827317.165,1382862.918,1281114.433,1260279.388,1400565.288,1827317.165,1768371.45,1558585.72,0,0,0,0,0,0,0,0,0,0,0,0,258391.18,251938.94,183388.81,78336.18,48897.61,57288.21,77393.35,75912.95,47744.76,41078.17,126646.68,221026.09,56995.24,36674.6,46122.84,36684.07,63075.8,137590.28,195487.54,189482.41,80707.22,49438.96,16402.72,58541.64,95885.64,77201.26,95271.05,98117.88,140171.79,127957.91,118874.14,109183.75,79676.64,114259.91,92948.72,87857.79,0.942814455,2350717.394,0,6812089.94,144138.3036,0,243614.9395,2244547.908,0,6641986.413,107363.8069,0,237531.6744,2499260.641,0,4834766.762,133308.2033,0,172901.6209,2290592.043,0,2065214.133,127093.227,0,73856.48285,2498072.035,0,1289110.959,191624.7658,0,46101.37352,2705711.928,0,1510316.349,250362.672,0,54012.15249,3194157.698,0,2040357.867,296384.736,0,72967.5691,3250282.217,0,2001329.308,281586.7729,0,71571.82658,2658026.07,0,1258717.826,151212.2215,0,45014.44988,2468266.087,0,1082963.447,154337.6609,0,38729.09246,1961466.076,0,3338846.907,103098.1183,0,119404.3206,2448589.832,0,5827016.278,138027.4988,0,208386.5926,0.37280816,0.322057756,0.326201106,0.272133085,0.310339729,0.518136748,0.621855487,0.634428783,0.503212849,0.302011624,0.15,0.399876154
1012970033,660 3 AVENUE,633376,666376,84546,SC-2 (Small General Service),SC-2 (Annual Power Service),17776,17220,20828,18045,20730,19982,18460,21395,19038,20853,16715,13045,2420529.7,2480661.5,1387577.1,219717,363869.6,1458140.7,2608673,2454497.6,1320152.2,444606,986874.8,1856194.7,1236361.757,1042871.254,823050.4226,292085.07,438837.6454,985150.3095,1509719.507,1307367.466,981292.2795,677980.0454,545017.67,694037.0723,1446207.542,1495144.945,1671127.477,1655148.73,1710320.354,1399739.39,1318911.593,1371373.233,1400739.621,1710320.354,1655148.73,1472032.527,452.23,438.17,529.45,459.04,526.97,508.04,469.54,543.79,484.16,530.08,425.39,332.54,86563.33,88713.77,49622.73,7857.55,13012.76,52146.24,93291.74,87778.1,47211.47,15900.06,35292.76,66381.5,75791.54,49870.66,43911.16,16221.85,33683.61,91193.56,140133.82,113321.87,55858.02,42406.69,28639.88,39150.78,88655.52,71498.63,89157.53,91923.85,131278.1,129571.31,122422.82,118869.85,79734.18,106978.1,86975.66,83037.67,0.950478409,2549724.198,16895.70419,2300661.217,156303.3799,429.8348507,82276.57614,2412329.598,16367.2382,2357815.195,115358.8896,416.4711243,84320.52293,2370662.241,19796.56429,1318862.074,126478.9167,503.2307934,47165.33344,1850803.683,17151.38288,208836.2645,102790.1528,436.3076087,7468.431619,2042728.275,19703.41741,345850.1983,156792.5436,500.873607,12368.34742,2266786.166,18992.45956,1385931.252,209832.2423,482.8810507,49563.87521,2688552.786,17545.83142,2479487.362,249554.4174,446.287632,88671.78457,2546085.197,20335.48555,2332946.973,220693.2165,516.8606538,83431.1888,2264069.89,18095.20794,1254776.162,128877.4585,460.1836263,44873.48287,2270027.963,19820.32625,422588.4033,141987.0175,503.8295948,15112.66373,2091210.658,15887.2466,938003.1894,109890.0745,404.3240102,33545.00636,2058802.386,12398.99084,1764272.984,116137.4835,316.07209,63094.18248,0.460887164,0.410900157,0.32998866,0.15,0.204190499,0.41308003,0.53372796,0.488053012,0.411955977,0.283875532,0.247716568,0.320413099
1012990027,2 GRAND CENTRAL TOWER,626305,629323,84546,SC-2 (Small General Service),SC-1 (General Service),73,73,746,186,704,83,193,425,456,93,580,104,2285659.4,2270434.7,1188659.8,294035.6,71091.1,2241,0,0,15072.3,220376.4,798911.8,1578756.8,1166544.517,843677.4427,675429.2594,345065.65,425056.3614,1329778.688,1740348.128,1946881.118,892341.0225,480577.2614,306439.35,812465.0919,1523498.183,1580548.557,1762209.34,1736489.65,1794372.638,1391732.213,1343171.272,1289625.682,1505141.977,1794372.638,1736489.65,1540359.108,4.35,4.35,21.37,7.21,20.31,4.6,7.38,13.25,14.04,4.85,17.17,5.13,130171.56,129304.49,67695.87,16745.75,4048.74,127.63,0,0,858.39,12550.75,45499.16,89912.45,71510.98,40352.67,36038.67,19158.33,32622.43,123059.16,161513.61,168687.03,50793.39,30064.83,16108.36,45815.78,93392.78,75596.84,94025.67,96411.31,137715.4,128792.4,124653.47,111739.3,85674.95,112255.63,91280.71,86862.51,0.99520437,2677142.252,72.64991904,2274698.224,164112.9426,4.329139011,129547.3054,2412600.31,72.64991904,2259546.536,115393.4591,4.329139011,128684.3936,2425948.588,742.4224603,1182959.428,129440.5996,21.2675174,67371.22568,2071572.932,185.1080129,292625.5142,115015.4108,7.175423511,16665.44359,2208785.44,700.6238768,70750.17342,169520.9529,20.21260076,4029.323743,2708459.543,82.60196274,2230.252994,250643.7732,4.577940104,127.0179338,3068731.983,192.0744435,0,284794.7287,7.344608254,0,3220985.712,422.9618574,0,279081.5092,13.18645791,0,2385985.559,453.8131929,15000.01883,135813.8884,13.97266936,854.2734795,2264040.082,92.55400645,219319.5564,141637.9438,4.826741196,12490.56125,2033131.869,577.2185348,795080.5149,106874.0718,17.08765904,45280.96288,2341540.927,103.5012545,1571185.667,132042.0141,5.10539842,89481.26319,0.433652788,0.348019303,0.277083428,0.165772992,0.191516089,0.488617807,0.564403171,0.601537781,0.372199103,0.211247404,0.15,0.345314831
1012990033,702 3 AVENUE,348181,359326,3163583,SC-2 (Small General Service),SC-2 (Annual Power Service),35789,35392,38199,42975,74778,73245,73231,76444,83581,104984,104775,101482,3318045.8,3473008,1843800.2,715576.7,359275.8,210527.1,181966.4,85389.3,17139.9,285774.1,1181431,2506815.8,649447.02,543741.3401,322894.8396,120551.295,141096.9948,553146.8332,904568.708,796653.083,643314.1433,325082.9948,244137.795,327892.08,590261.38,611689.9599,690518.8604,683124.005,705894.8052,539715.5668,471376.992,499355.117,516338.8567,705894.8052,683124.005,605573.52,907.96,897.92,968.93,1089.77,1894.38,1855.6,1855.24,1936.53,2117.1,2658.6,2653.31,2569.99,118660.43,124202.21,65938.25,25590.56,12848.47,7528.9,6507.51,3053.7,612.96,10219.89,42250.51,89649.11,33161.62,19273.95,12207.45,4875.26,10225.25,48415.16,79991.15,64589.22,30993.73,17576.52,10872.53,17455.11,30139.53,21682.52,26105.93,27626.46,51155.93,47239.57,41683.94,40485.58,24876.29,38166.18,30422.51,32237.28,0.968983597,1201257.105,34678.95396,3215131.955,61337.77603,879.7983468,114980.0103,1119593.977,34294.26747,3365287.784,39686.14762,870.0697515,120349.9042,981981.2523,37014.20442,1786612.15,37125.03677,938.8772767,63893.08267,778748.1831,41642.07008,693382.0847,31493.63356,1055.969255,24796.83288,820721.1611,72458.65542,348132.357,59477.35659,1835.623147,12449.95668,1058965.739,70973.20357,203997.3066,92687.86435,1798.045963,7295.380604,1333268.814,70959.6378,176322.4568,117901.1664,1797.697129,6305.670448,1255810.687,74072.98209,82740.83107,101815.7577,1876.465805,2958.98521,1123684.735,80988.61803,16608.28196,54137.13295,2051.435173,593.9481857,999000.5771,101727.774,276910.4154,54013.76196,2576.139791,9902.905774,898501.4744,101525.2564,1144787.26,40014.2164,2571.013868,40940.05116,904512.8548,98334.3934,2429063.391,48151.11081,2490.278155,86868.51708,0.523870791,0.470595993,0.318620954,0.15,0.166586022,0.506144994,0.657415993,0.614697564,0.554747104,0.315315223,0.26328896,0.351263164
1013060033,850 3 Ave,513392,574675,84546,,SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,1503164.6,1516438.8,874728.4,393409.4,645550.4,1206003.5,1539892.9,1173543.6,915493.6,890499.8,855574,1395218.4,1922005.006,1836855.792,1729120.659,1294239.71,1482773.68,1276445.69,1380364.05,1025527.555,925929.3552,949408.68,70508.70966,80379.97632,135702.7937,145754.7075,175873.241,249882.8903,258212.32,687316.9101,743272.95,552207.145,498577.3451,258212.32,249882.8903,223399.2237,0,0,0,0,0,0,0,0,0,0,0,0,85607.36,86363.35,49817.03,22405.23,36765.01,68683.62,87699.09,66834.98,52138.66,50715.23,48726.16,79459.67,117935.58,87937.68,92366.2,71970.26,113899.61,118218.18,128214.23,89036.15,52843.05,59593.67,3800.16,4653.06,8326.82,6977.86,9394.8,13895.52,19834.64,63655.94,69038.43,47942.55,28453.95,16207.79,13467.78,12932.19,0.893360595,1838275.065,0,1342868.022,112797.8528,0,76478.24208,1771186.096,0,1354726.669,84793.8033,0,77153.61375,1701846.484,0,781447.884,90909.26752,0,44504.57157,1379458.285,0,351456.4557,76709.10432,0,20015.94961,1555328.289,0,576709.2895,119472.9092,0,32844.41121,1754348.125,0,1077396.004,162479.1721,0,61359.23964,1897173.614,0,1375679.638,176217.7537,0,78346.91123,1409486.011,0,1048397.609,122371.373,0,59707.73751,1272598.154,0,817865.9073,72627.5363,0,46578.62433,1078841.015,0,795537.4313,67718.03742,0,45306.98805,286225.2304,0,764336.0978,15426.49715,0,43530.0313,271384.3669,0,1246433.14,15709.96941,0,70986.13808,0.934051475,0.926483438,0.907677793,0.8381716,0.851686159,0.65,0.65,0.65,0.65,0.786180996,0.220070407,0.2646
1013060042,150 EAST   52 STREET,294000,304640,3163583,SC-2 (Small General Service),SC-1 (General Service),48425,45851,50250,45132,49156,49330,45785,50118,48508,52108,47287,41788,74237.8,76769.6,73057.9,34110.8,0,0,0,0,0,0,81356.4,246910,575374.602,556212.1642,569108.5043,345776.09,323744.5994,761345.8515,870356.8791,897138.1791,636904.6065,444987.5994,184570.89,637828.812,923674.4977,949688.6358,1053664.695,1045901.71,1080765.1,848515.7485,855117.0206,848173.7206,880778.2935,1080765.1,1045901.71,920700.4877,1227.65,1162.53,1273.82,1144.34,1246.15,1250.55,1160.86,1270.49,1229.75,1320.83,1198.86,1059.74,4227.95,4372.14,4160.75,1942.66,0,0,0,0,0,0,4633.36,14061.88,29337.8,19661.71,21403.13,13889.5,23380.54,66522.27,76897.29,72640.85,30617.82,23984.67,8195.16,33812.43,47097.27,33570.83,39626.39,42012.88,78051.85,74138.7,75550.82,68676.23,42341.53,58252.85,46439.26,48807.96,0.965073529,1446692.605,46733.68566,71644.93566,73765.46278,1184.772518,4080.282629,1453305,44249.5864,74088.30882,51373.31526,1121.92693,4219.436581,1566095.459,48494.94485,70506.2454,58897.97426,1229.329963,4015.429688,1343071.406,43555.69853,32919.43015,53949.90717,1104.372243,1874.809743,1355455.133,47439.15441,0,97889.71461,1202.626379,0,1553634.816,47607.07721,0,135748.1788,1206.872702,0,1665209.186,44185.89154,0,147123.6356,1120.315257,0,1684354.315,48367.55515,0,136381.3732,1226.116268,0,1464675.593,46813.78676,0,70411.13741,1186.799173,0,1472463.543,50288.05147,0,79365.25368,1274.69807,0,1187496.535,45635.43199,78514.90809,52726.23254,1156.988051,4471.533088,1504095.372,40328.49265,238286.3051,79734.75138,1022.727022,13570.74816,0.383826388,0.369355116,0.350701198,0.248459873,0.230503641,0.472926276,0.504416137,0.514027424,0.419655915,0.291651196,0.15,0.409250447
1013070023,137 EAST   52 STREET,971485,984485,84546,SC-2 (Small General Service),SC-1 (General Service),178100,65761.9,59060.7,42116.2,41954.7,45142.8,8903.4,11431.2,24100,41900,40887.5,33100,1669212,2169498,1131912,407154,16716,17910,1194,0,25074,239994,853710,1691897.8,2164864.474,1873487.856,1547223.368,1308393.36,1511769.565,2610546.246,2254045.408,1248960.958,1124070.155,792384.965,965057.3594,1057727.149,2887009.126,2979801.744,3324161.232,3288230.84,3397838.535,2611422.554,2813456.392,3074033.842,2996805.245,3397838.535,3288230.84,2939729.951,4508.43,1666.28,1496.74,1068.04,1063.95,1144.61,227.76,291.71,612.23,1062.57,1036.95,839.93,95064,123556,64464,23188,952,1020,68,0,1428,13668,48620,96355.99,132514.65,89420.54,82385.2,72463.45,115824.85,241342.9,209033.19,108163.63,63881.36,49485.64,50605.35,59549.78,176718.22,142224.28,177002.03,182113.86,260326.8,241423.92,260911.23,266220.23,170309.66,212200.18,172427.11,165506.09,0.986795126,4985164.248,175748.212,1647170.267,305149.489,4448.896752,93808.69189,4789202.524,64893.52242,2140850.053,228585.9794,1644.276983,121924.4586,4807058.582,58280.81092,1116965.245,255962.0544,1476.975737,63612.76103,4535926.358,41560.0609,401777.5829,251215.6488,1053.936667,22881.80539,4844777.346,41400.69349,16495.26733,371184.615,1049.900675,939.4289603,5153013.362,44546.69503,17673.50071,476391.9452,1129.49557,1006.531029,5000586.079,8785.831728,1178.233381,463738.8633,224.752458,67.10206859,4265910.2,11280.25245,0,369440.1684,287.8580063,0,4066459.761,23781.76255,24742.901,231098.5572,604.1455802,1409.14344,4134892.128,41346.7158,236824.9096,258230.2918,1048.538897,13487.51579,4197124.066,40347.58573,842436.8673,220087.3446,1023.257206,47977.97904,3944671.184,32662.91868,1669556.503,222084.0357,828.8388305,95083.62133,0.428527047,0.386024328,0.317614702,0.284642229,0.307920619,0.499916094,0.444804067,0.288911048,0.272774604,0.18910327,0.226896771,0.2646
